facility_id,fc01,fc02,fc03,fc04,fc05,fc06,fc08,fc09,fc10,fc11,fc13,fc14,fc15,fc16,fc18,fc19,fc20,fc21,fc22,fc23,fc24,fc25,fc27,fc28,fc29,fc31,fc33,fc35,fc36,fc37,fc38,fc39,fc40,fc41,fc42,fc43,fc44,fc45,fc46,fc47,fc48,fc49,fc50,fc51,fc52,fc53,fc54,fc55,fc56,fc57
FA0002979,,1,,,1,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
FA0002983,,,,,,1,,1,1,,1,,,,,,,,,,,,,1,,,,,2,,,,1,,,,,,,,,,,1,,,,,,
FA0002991,,,,,,2,1,,,,,,,,,,,,2,,,,,1,,,,,2,,,,1,,,,,,,,,,,,,,,1,,
FA0003002,,,,,,1,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
FA0003015,,1,1,,,,,,2,,1,,1,,,,,,2,1,,,,1,,,1,,,,,,,,,,,1,,,,,,1,,,,,,
FA0003034,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FA0003050,,,,,,2,2,,,,1,,1,,,,,2,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,
FA0003243,,,1,,,1,,,1,1,,,1,,,,,1,1,,,1,,1,1,,,,,,,,1,,,,,,,1,1,,,1,,,,,,
FA0003244,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,
FA0003255,,,,,,1,1,,1,,,,,,,,,,2,,,,,,,,1,,2,,,,1,,,,,,,,1,,,,,,,,,
FA0003257,,1,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
FA0003258,,,1,,,,2,,3,,,,,,,1,,,3,,,,,1,,,3,,1,,,,1,,,,,1,,2,1,,1,1,,,,1,2,
FA0003265,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
FA0003267,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,
FA0003269,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,3,,,,1,,,,,,,,2,,,2,,,,1,,
FA0003305,,,,,,1,,,,,,,,,,,,,2,,,,,1,,,1,,,,,,,,,,,,,,,,1,3,,,,,,
FA0003307,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
FA0003314,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FA0003315,,,,,,,,,2,,1,,1,,,,,,1,,,,,1,,,1,,2,2,,,,,,,,,,2,1,,1,,,,,2,,
FA0003317,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
FA0003318,,,,,,,,,1,,1,,,,,,,,2,,,,,,,,2,,1,,,,,,,,,,,,,,,1,,,,,,
FA0003319,,1,1,,1,1,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,2,,1,,,,,,
FA0003323,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,1,,,,,,1,,,,,,,,,,
FA0003326,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
FA0003337,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,
FA0003350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
FA0003365,,1,,,1,2,,,,,,,,,,,,,3,,,,,,,,1,,1,,,,,1,,,,,,,1,,,,,,,,,
FA0003408,,,,,,3,,,2,,,,2,,,,,1,3,,,1,,3,,,,,1,,,,1,,,,,,,1,1,1,1,2,,,1,1,1,
FA0003410,,,,,,,1,,2,,,,1,,,,,1,4,,,,,,1,,1,,,,,1,,1,,,,,,,2,,,,,1,,,1,
FA0003437,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FA0003464,,1,,,1,1,2,,3,,,,1,,,1,,,1,1,,1,,1,,,,,1,,,1,,1,,,,,1,,,,1,,,,,,,
FA0003466,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,
FA0003470,,1,,,1,1,,,1,,,,,1,,,,,2,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
FA0003471,,,,,1,,1,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
FA0003472,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
FA0003473,,,,,,1,1,,,,,,,1,,,,,1,,,,,1,,,1,,1,,,1,,,,,,,,,,,,,,,,,,
FA0003485,,1,,,,3,,,2,,,,,,,,,,3,,,,,1,,,1,,1,,,,2,1,,,,,,,1,,,,,,,,,
FA0003487,,,,,1,,,,1,,,,,1,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
FA0003491,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FA0003499,,,,,,1,2,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,1,,,1,,1,,,,
FA0003510,,,,,,1,,,2,,,,,,,,,,2,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,
FA0003512,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,2,,,,,,,,,
FA0003521,,,,,,1,2,,1,,,,,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,
FA0003522,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
FA0003529,,1,,,1,1,1,,,,,,1,,,,,,2,1,,,,1,,,,,,,,,1,,,,,,,,1,,,1,,,,,,
FA0003535,,1,,,,,1,,2,,,,2,,,,,,3,,,,,2,,,1,,,,,,,1,,,,,,,,,,,,,,2,,
FA0003536,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
FA0003540,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,
FA0003541,,1,,,1,1,2,2,1,,,,2,1,,,,,1,,,2,,2,,,,,,,,2,,2,,,,,,,,,1,2,,,,,,
FA0003542,,,,,,1,1,,,,,,1,1,,,,,2,,,,,2,,,,,,,,1,,,,,,,,,1,,,1,,,,,,
FA0003543,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FA0003545,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,2,,,,,1,,
FA0003551,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
FA0003562,,,,,,1,,,2,,,,1,,,,,,,,,,,2,,,,,,,,,1,1,,,,,,,,,,,,,,,,
FA0003565,,,3,,,1,1,,2,,,,1,1,,,,,1,,,,,2,,,2,,,2,,1,1,1,,,1,,,,1,1,1,1,,,,1,,
FA0003566,,,,,,1,1,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,1,,,,,,,,,,,,,
FA0003583,,,,,,1,1,2,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,1,,,1,,,,,,
FA0003584,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
FA0003585,,1,,,,1,1,1,,,,,,,,,1,1,3,1,1,,,2,,,,1,1,,,,1,,,,,,,,,,,,,,,,1,
FA0003592,,,,,,1,1,,,,,,,,,,,,2,,,,,,,,,,,1,,1,1,,,,,1,,,,,,,,,,,,
FA0003599,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,
FA0003604,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,
FA0003605,,,1,,,2,,,2,,,,2,,,,,,2,,,1,,3,,,1,,1,,,1,1,,,,,,,,1,1,,,,,,1,,
FA0003606,,,1,,,1,1,1,,,,1,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,1,,1,,,,,,
FA0003614,,,,,1,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
FA0003621,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,
FA0003637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
FA0003663,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FA0003680,,,,,,1,1,,1,,,,,,,,,,1,,,,,2,,,,,,1,,1,,1,,,,,1,1,,,,,,,,1,,
FA0003703,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,
FA0003704,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,2,,
FA0003711,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,
FA0003722,,,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
FA0003737,,,1,,,,,,1,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
FA0003739,,,,,,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FA0003742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,
FA0003769,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
FA0003781,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
FA0003782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
FA0003784,,,,,1,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,1,1,,,,,,,,,,
FA0003785,,1,,,1,1,,,3,,,,,,,,,,1,,,2,,2,,,,,1,,,,2,,,,,1,,,,,,,,,,1,,
FA0003787,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,
FA0003792,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
FA0003799,,1,,,1,,2,,1,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
FA0003801,,,,,,2,,,,,,,2,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,
FA0003806,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FA0003807,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
FA0003813,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
FA0003814,,1,,,,,,,2,,,,,,,,,1,1,,,,,1,,,,,1,,,,,,,,,,,1,,1,,,,,,,,
FA0003821,,1,,,1,2,2,,,,,,,,,,,,3,1,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,1,,
FA0003825,,,,,,,,,1,,,,,,,,,1,1,1,,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,
FA0003827,,,,,,,1,,2,,,,,,,,,,1,,,,,2,,,,,,,,,1,,,,1,,,,1,,,,,,,,,
FA0003837,,,,,,1,,,,,,,1,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,
FA0003849,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,1,
FA0003850,,1,,,1,1,,,1,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,
FA0003851,,,,,,1,1,1,2,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,1,,1,,,1,,,,
FA0003857,,,,,,,1,1,,,,,1,1,,,,,2,,,1,,1,,,1,,,,,1,1,1,,,,,,,1,,2,,,,,,,
FA0003872,,,,,,1,,,1,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,1,,
FA0003878,,,,,,1,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
FA0003879,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,1,,,,1,,,,,1,1,1,,,,1,1,
FA0003890,,,2,,,1,,,3,,1,,,,,,,1,2,,,,,,,,1,,,,,,1,,,,1,,,,2,,1,,,,,,,
FA0003891,,1,,,,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FA0003913,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,1,1,,,,,,,,,,,,,,,,,
FA0004494,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,
FA0004497,,,,,,1,,,1,,1,,,,,,,,3,,,,,1,,,,,,,,1,2,,,,1,,,,,1,1,,,,,,,
FA0004498,,,,,,,,,,,,,,1,,,,1,1,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,
FA0004500,,,,,,,,,1,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
FA0004505,,,,,,1,,,2,,,,1,,,,,,1,,,1,,,,,1,,2,1,,,,1,,,1,,,2,1,,1,2,,1,,1,,
FA0004507,,,2,,,1,,1,2,,,,1,,,,,,2,,,1,,,,,2,,,,,1,,,,,,,,,1,,,,,,,,,
FA0004511,,1,,,1,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,
FA0004515,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,,
FA0004518,,,,,,,,,1,,,,,,,,,1,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
FA0004519,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,
FA0004521,,,1,,1,,1,2,2,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
FA0004526,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,1,,,,,,,,,,,,
FA0004539,,,,,,,,,,,,,,,,,,,2,1,,,,1,1,,,,,,,,,,,,,,,1,1,,1,,,,,1,,
FA0004554,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
FA0004595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,1,,,,,,,,,
FA0004603,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,1,,,1,,,,,,
FA0004604,,,,,,1,,,2,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,
FA0004625,,1,,,1,,,1,3,,,,1,1,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,2,,,,,,,1,,
FA0004635,,,,,,1,,,1,,,,1,,,,,,,,,,,1,,,1,,1,,,,3,,,,1,,,,1,,,,,,,,,
FA0004638,,,,,,,,,2,,,,,,,,,,1,,,1,,2,,,1,,,,,1,2,,,,,,1,1,,1,,,,,,1,,
FA0004641,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
FA0004647,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
FA0004648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,
FA0004651,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FA0004652,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
FA0004653,,,,,,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
FA0004654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
FA0004659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
FA0004661,,,,,1,,,,2,,,,,1,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FA0004663,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FA0004668,,,,,1,,1,,,,,,,1,1,,,,,,,1,,2,1,,,,,1,,,,,,,,,,,,,,,,,,,1,
FA0004669,,1,,,1,,,,,,,,1,,,,,,1,1,,,,,,,,,1,,1,,,2,1,,,,,2,,,,,,,,,1,
FA0004673,,1,,,1,2,2,1,2,,,,1,1,1,,,1,3,,,1,,,,,2,,,,,,,1,,,,,,,2,,,1,,,,,,
FA0004683,,,,,,1,,,1,,1,,,,,,,,1,,1,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,
FA0004691,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,
FA0004696,,1,,,1,,,,2,,,,,,,,,,,,,,,1,,,,,1,1,,,,1,,,,,,,,,,,,,,,,
FA0004706,,,,,1,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,
FA0004707,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,
FA0004735,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,
FA0004736,,,,,,2,1,,,,,,,,,,,,1,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,
FA0004750,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,1,,
FA0004757,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,1,,,,,,,,1,2,,,,,,,1,,
FA0004761,,1,,,,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,
FA0004764,,,,,,1,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,1,,
FA0004766,,,,,,1,,,,,,,1,,,,,,,,,1,,1,,,,,,,,1,1,,,,,,,1,,,1,,,,,,1,
FA0004769,,,,,,1,,,1,,1,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,1,,1,,,,,,,,1,,
FA0004784,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,1,,,2,1,,,2,,,,1,,,,,,,,,
FA0004787,,,,,,,,,,,,,1,2,,,,2,2,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,
FA0004789,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
FA0004792,,,,,1,,,,,,,,1,1,,,,,1,,,1,,,,,,,,,,,1,,,,1,,,,1,,,,,,,1,,
FA0004816,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,
FA0004821,,,,,,1,1,,1,,,,,1,,,,,1,,,,,3,,,1,,,,1,,,,,,,,,1,1,,,,,,,1,,
FA0004834,,,,,,,2,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
FA0004835,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
FA0004836,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
FA0004837,,,1,,,1,2,2,2,,1,,,,1,1,,1,1,,,,,1,,,1,,,,,2,2,,,,,1,,2,,,1,1,,,,2,,
FA0004839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,1,,,,,,
FA0004841,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,
FA0004843,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,
FA0004844,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,1,2,,,,2,,
FA0004846,,,1,,,,1,,1,,1,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,
FA0004847,,,1,,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
FA0004848,,,,,,2,1,,1,,1,,1,1,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
FA0004851,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,
FA0004853,,1,1,,1,,1,,1,,,,2,,,,,1,1,,,,,,,,,,1,,,,1,1,,,,1,,1,1,,2,1,,,,,,
FA0004858,,,,,1,,1,1,,,,,,1,,,1,,1,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,
FA0004860,,,,,,2,2,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,
FA0004866,,1,1,,1,2,1,,1,,,,,1,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,2,1,,,,,,,,,
FA0004872,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
FA0004879,,,1,,,1,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
FA0004880,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
FA0004883,,,,,,,1,1,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,1,,,1,,,,,,
FA0004884,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FA0004885,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,1,,1,,,1,,,,,,
FA0004906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
FA0004907,,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FA0004908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
FA0004910,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,
FA0004936,,1,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,
FA0004941,,,,,,2,1,,2,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,
FA0004949,,,,,1,,2,,1,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,
FA0004951,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,
FA0004954,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,
FA0004960,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,
FA0004964,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,1,
FA0004967,,,1,,1,,,,,,,,1,,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,1,,
FA0004969,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,
FA0004974,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
FA0004975,,1,,,1,,,,,,,,,,,,,,1,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,
FA0004976,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,
FA0004977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
FA0004982,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,1,1,,,,,,
FA0004983,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
FA0004989,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,2,,,,,,,
FA0004995,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,1,,1,1,,,,,,,,,
FA0004996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,
FA0005003,,,,,1,,,1,2,,,,,,,,,,2,,,,,,,,,,,,,1,,1,,,1,,,,2,,,,,,,,,
FA0005008,,1,,,1,,,,,,,,,,,,1,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
FA0005010,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
FA0005012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,1,,1
FA0005013,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,1
FA0005021,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
FA0005022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,,,,
FA0005025,,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
FA0005028,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,
FA0005030,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,1,1,,,1,,,,,,,,,
FA0005033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
FA0005035,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
FA0005038,,1,,,1,,1,,1,,,,1,,,,,,,,,1,,1,,,1,,1,,,,,1,,,,1,,,1,,,1,,,,,,
FA0005050,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
FA0005062,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
FA0005063,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
FA0005066,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FA0005067,,,,,,1,,,1,,,,1,,,,,,1,,,,,1,,,,,,,,1,,1,,,,,1,,,,,,,,,,,
FA0005073,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,
FA0005081,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,
FA0005083,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
FA0005084,,,,,1,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,
FA0005088,,,,,1,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
